"data.race","data.partyid"
"1200","white","not str democrat"
"1201","white","not str democrat"
"1202","white","strong republican"
"1203","white","not str democrat"
"1204","white","not str republican"
"1205","white","strong democrat"
"1206","white","not str republican"
"1207","white","strong democrat"
"1208","white","strong democrat"
"1209","white","strong democrat"
"1210","white","strong democrat"
"1211","white","strong republican"
"1212","white","not str democrat"
"1213","white","not str democrat"
"1214","white","not str democrat"
"1215","white","independent"
"1216","white","other party"
"1217","white","not str democrat"
"1218","white","ind,near dem"
"1219","white","not str republican"
"1220","white","not str republican"
"1221","white","independent"
"1222","white","not str democrat"
"1223","white","independent"
"1224","white","independent"
"1225","white","independent"
"1226","white","strong democrat"
"1227","white","ind,near rep"
"1228","white","strong republican"
"1229","white","strong republican"
"1230","white","not str democrat"
"1231","white","strong democrat"
"1232","white","strong democrat"
"1233","white","strong republican"
"1234","white","ind,near dem"
"1235","white","independent"
"1236","white","not str democrat"
"1237","white","not str republican"
"1238","white","independent"
"1239","white","independent"
"1240","white","independent"
"1241","white","other party"
"1242","white","independent"
"1243","white","not str democrat"
"1244","white","ind,near dem"
"1245","white","strong republican"
"1246","white","not str democrat"
"1247","white","strong republican"
"1248","white","strong democrat"
"1249","white","not str republican"
"1250","white","ind,near rep"
"1251","white","ind,near rep"
"1252","white","independent"
"1253","white","ind,near rep"
"1254","white","not str democrat"
"1255","white","ind,near dem"
"1256","white","not str democrat"
"1257","white","ind,near dem"
"1258","black","not str democrat"
"1259","white","not str democrat"
"1260","white","not str democrat"
"1261","black","not str democrat"
"1262","white","not str democrat"
"1263","white","strong democrat"
"1264","white","strong democrat"
"1265","white","not str democrat"
"1266","white","strong democrat"
"1267","black","strong democrat"
"1268","white","strong republican"
"1269","white","not str democrat"
"1270","white","strong democrat"
"1271","white","not str democrat"
"1272","white","ind,near dem"
"1273","white","not str democrat"
"1274","white","independent"
"1275","white","not str democrat"
"1276","white","strong republican"
"1277","white","strong democrat"
"1278","white","strong republican"
"1279","white","not str democrat"
"1280","white","not str republican"
"1281","white","ind,near rep"
"1282","white","not str republican"
"1283","white","independent"
"1284","white","independent"
"1285","white","not str democrat"
"1286","white","ind,near dem"
"1287","white","ind,near rep"
"1288","white","not str democrat"
"1289","white","strong democrat"
"1290","white","not str democrat"
"1291","white","not str democrat"
"1292","white","not str democrat"
"1293","white","not str republican"
"1294","white","not str democrat"
"1295","white","not str democrat"
"1296","white","strong republican"
"1297","white","ind,near dem"
"1298","white","ind,near dem"
"1299","white","not str democrat"
"1300","white","independent"
"1301","white","not str democrat"
"1302","white","strong republican"
"1303","white","ind,near dem"
"1304","white","not str democrat"
"1305","white","strong democrat"
"1306","white","independent"
"1307","white","ind,near dem"
"1308","white","ind,near dem"
"1309","white","ind,near rep"
"1310","white","independent"
"1311","black","strong democrat"
"1312","black","not str democrat"
"1313","other","strong democrat"
"1314","black","strong democrat"
"1315","white","not str democrat"
"1316","black","strong democrat"
"1317","black","strong democrat"
"1318","black","strong democrat"
"1319","black","strong democrat"
"1320","white","ind,near dem"
"1321","white","not str democrat"
"1322","white","independent"
"1323","white","strong democrat"
"1324","white","strong democrat"
"1325","white","ind,near dem"
"1326","white","not str republican"
"1327","white","not str republican"
"1328","black","strong democrat"
"1329","black","strong democrat"
"1330","black","strong democrat"
"1331","black","not str democrat"
"1332","black","not str democrat"
"1333","black","not str democrat"
"1334","black","not str democrat"
"1335","black","not str democrat"
"1336","black","strong democrat"
"1337","black","strong democrat"
"1338","black","strong democrat"
"1339","black","strong democrat"
"1340","black","ind,near dem"
"1341","black","not str democrat"
"1342","black","not str democrat"
"1343","white","strong democrat"
"1344","white","not str democrat"
"1345","white","strong democrat"
"1346","white","not str democrat"
"1347","white","strong democrat"
"1348","white","strong democrat"
"1349","white","strong democrat"
"1350","white","ind,near dem"
"1351","white","strong democrat"
"1352","black","not str democrat"
"1353","black","strong democrat"
"1354","black","not str democrat"
"1355","black","not str democrat"
"1356","black","not str democrat"
"1357","black","ind,near dem"
"1358","black","strong democrat"
"1359","black","strong democrat"
"1360","black","strong democrat"
"1361","white","not str republican"
"1362","white","not str democrat"
"1363","white","not str democrat"
"1364","white","strong democrat"
"1365","white","independent"
"1366","white","strong democrat"
"1367","white","not str republican"
"1368","white","strong republican"
"1369","white","not str republican"
"1370","white","not str democrat"
"1371","white","not str democrat"
"1372","white","other party"
"1373","white","not str republican"
"1374","white","not str democrat"
"1375","white","not str republican"
"1376","white","strong democrat"
"1377","white","not str republican"
"1378","white","independent"
"1379","white","ind,near dem"
"1380","white","independent"
"1381","white","ind,near dem"
"1382","white","independent"
"1383","white","not str republican"
"1384","white","independent"
"1385","white","ind,near dem"
"1386","white","ind,near dem"
"1387","white","not str democrat"
"1388","black","not str democrat"
"1389","white","independent"
"1390","white","not str democrat"
"1391","white","ind,near dem"
"1392","white","ind,near rep"
"1393","white","not str democrat"
"1394","white","independent"
"1395","white","ind,near rep"
"1396","white","ind,near dem"
"1397","white","ind,near rep"
"1398","white","strong democrat"
"1399","white","independent"
"1400","white","strong democrat"
"1401","white","independent"
"1402","white","not str republican"
"1403","white","not str democrat"
"1404","white","not str democrat"
"1405","white","not str democrat"
"1406","white","strong democrat"
"1407","white","ind,near rep"
"1408","white","not str democrat"
"1409","white","not str democrat"
"1410","white","not str democrat"
